id_producto_activo,id_producto_banco,id_cliente,numero_contrato,monto_aprobado,tasa_interes_mensual,tasa_interes_mora,fecha_inicio,fecha_vencimiento,estado,numero_cuotas,valor_cuota_fija,cupo_disponible,dia_corte
10751,8,5713,JJC-304047,7800000,1.52,1.97,2023-05-24,2024-11-14,Cancelada,18.0,498578.0,,
10752,9,1512,BRA-664079,2000000,1.85,2.3,2023-06-08,,Vigente,,,800000.0,15.0
10753,9,2902,BPF-507538,5100000,1.98,2.39,2023-01-20,,En_Mora,,,4100000.0,15.0
10754,8,1706,VTG-183644,30300000,1.28,1.61,2024-10-04,2027-09-19,Vigente,36.0,1055709.0,,
10755,11,4219,VJB-658253,14000000,2.04,2.75,2023-07-30,,Cancelada,,,12400000.0,2.0
10756,5,4219,LKT-945769,66900000,1.78,2.21,2023-08-10,2030-07-04,En_Mora,84.0,1540860.0,,
10757,7,4219,AHA-479036,797200000,1.88,2.42,2023-03-21,2029-02-17,Vigente,72.0,20296393.0,,
10758,8,4219,UXH-298829,30200000,1.37,1.68,2024-03-09,2027-08-21,Vigente,42.0,950430.0,,
10759,9,4219,GWP-527471,6800000,2.5,3.47,2024-11-29,,Vigente,,,2900000.0,2.0
10760,11,9904,YWS-722691,26600000,1.62,2.26,2024-03-18,,Vigente,,,18700000.0,2.0
10761,10,9904,SUS-720385,9500000,1.63,2.17,2024-12-07,,Vigente,,,8700000.0,15.0
10762,9,4431,KYC-219645,4400000,2.17,2.75,2024-08-17,,Vigente,,,2200000.0,15.0
10763,5,4431,OVE-718260,15600000,1.54,2.0,2024-11-27,2029-11-01,Vigente,60.0,400222.0,,
10764,10,1319,IVJ-958234,14300000,2.11,2.6,2023-09-18,,Vigente,,,6600000.0,15.0
10765,5,1319,XZU-496373,20400000,2.01,2.47,2023-04-19,2028-09-19,En_Mora,66.0,560848.0,,
10766,11,1319,FVR-041960,20800000,1.5,2.04,2023-08-03,,Vigente,,,6600000.0,2.0
10767,7,1319,XQP-694324,465200000,1.39,1.7,2024-09-03,2029-08-08,Vigente,60.0,11481526.0,,
10768,8,1319,JZM-004945,30600000,1.77,2.2,2024-01-28,2027-01-12,Vigente,36.0,1156631.0,,
10769,5,1451,SLP-065605,21600000,2.28,2.75,2023-12-12,2029-11-10,Vigente,72.0,613509.0,,
10770,9,8039,LWB-646904,5900000,1.74,2.29,2024-07-02,,Vigente,,,4700000.0,15.0
10771,11,1110,YDE-196047,14500000,2.28,3.0,2023-07-07,,En_Mora,,,9400000.0,15.0
10772,10,1206,WRM-529100,9700000,1.88,2.47,2024-03-04,,Vigente,,,5800000.0,2.0
10773,8,1206,MZR-510237,27300000,1.45,1.88,2023-07-11,2025-06-30,Cancelada,24.0,1355027.0,,
10774,7,9500,UEM-403658,468500000,1.81,2.23,2023-01-10,2025-12-25,Castigada,36.0,17824435.0,,
10775,10,9500,ZOG-783220,11700000,2.35,2.89,2023-05-30,,Vigente,,,9700000.0,15.0
10776,5,9500,YKP-871678,6300000,1.84,2.35,2024-03-18,2029-08-19,Vigente,66.0,165643.0,,
10777,8,9500,ULA-008163,35100000,1.64,2.01,2024-10-23,2027-10-08,Vigente,36.0,1298726.0,,
10778,11,9500,WMM-785565,15600000,2.07,2.89,2024-02-07,,Cancelada,,,8400000.0,15.0
10779,7,5286,WPF-932191,692800000,1.63,2.0,2024-06-29,2028-06-08,Cancelada,48.0,20920084.0,,
10780,8,5286,EPU-861675,21700000,1.41,1.73,2023-12-10,2026-05-28,Vigente,30.0,892085.0,,
10781,9,5286,FUV-164242,6800000,2.22,2.74,2023-07-29,,Vigente,,,5500000.0,15.0
10782,8,6892,AEY-949525,4700000,1.12,1.39,2024-09-12,2027-08-28,Castigada,36.0,159359.0,,
10783,10,6892,KDE-380825,7700000,2.57,3.41,2023-07-23,,Vigente,,,4900000.0,2.0
10784,9,6892,OAI-624265,2800000,1.84,2.48,2023-10-02,,Cancelada,,,1700000.0,2.0
10785,7,4111,YCT-924082,330400000,1.97,2.44,2023-08-14,2029-07-13,Vigente,72.0,8626322.0,,
10786,5,4111,GIP-532107,49900000,1.95,2.7,2024-04-15,2030-03-15,Vigente,72.0,1295593.0,,
10787,11,7577,KLF-108614,19800000,2.08,2.71,2024-11-20,,Vigente,,,10400000.0,15.0
10788,9,7577,WYR-560705,3900000,2.12,2.65,2023-08-12,,Vigente,,,2000000.0,2.0
10789,8,7577,GFJ-941865,16500000,1.49,1.9,2024-01-04,2026-06-22,Vigente,30.0,686073.0,,
10790,5,7577,XCS-009428,68100000,1.85,2.35,2023-07-20,2028-12-20,Vigente,66.0,1795282.0,,
10791,7,7577,GCB-679915,1064600000,1.19,1.48,2023-10-13,2026-09-27,Vigente,36.0,36530451.0,,
10792,5,8171,OJE-517312,62500000,1.41,1.91,2023-03-10,2027-08-16,En_Mora,54.0,1661176.0,,
10793,8,8171,EDW-852211,21000000,1.89,2.34,2023-01-22,2024-07-15,Cancelada,18.0,1387233.0,,
10794,11,7946,SXM-657584,10000000,2.03,2.76,2023-05-20,,Vigente,,,7700000.0,15.0
10795,8,7946,ABZ-819320,21900000,1.41,1.76,2023-09-15,2026-03-03,Vigente,30.0,900307.0,,
10796,5,7946,PTD-731992,18300000,1.5,1.93,2024-05-13,2029-04-17,Vigente,60.0,464700.0,,
10797,9,8573,DQC-339880,2400000,2.12,2.63,2024-04-22,,Vigente,,,900000.0,2.0
10798,8,7821,CTO-056343,15400000,1.19,1.54,2023-03-11,2024-09-01,Cancelada,18.0,955516.0,,
10799,10,7821,TLN-657591,9600000,2.19,2.75,2024-09-19,,Cancelada,,,3200000.0,2.0
10800,10,3508,DKF-784592,5900000,2.06,2.63,2023-07-21,,Vigente,,,1900000.0,15.0
10801,8,3508,MZY-404869,8200000,1.04,1.32,2023-03-09,2027-02-16,Vigente,48.0,217875.0,,
10802,9,3508,IER-752582,7700000,1.9,2.49,2024-04-25,,Vigente,,,7100000.0,15.0
10803,5,3508,SKY-381127,36400000,1.59,2.21,2023-01-23,2028-12-22,Vigente,72.0,852581.0,,
10804,7,3508,KKO-226967,637600000,1.15,1.39,2023-09-12,2029-08-11,Vigente,72.0,13070034.0,,
10805,9,4473,KFL-228355,4000000,2.08,2.62,2023-02-01,,Cancelada,,,2600000.0,15.0
10806,10,2840,AED-936835,10400000,2.05,2.5,2023-06-03,,Castigada,,,10200000.0,2.0
10807,8,4150,MGH-806148,2000000,1.92,2.46,2024-09-21,2027-03-10,Cancelada,30.0,88321.0,,
10808,11,6957,JNH-748293,15700000,1.85,2.35,2024-12-06,,En_Mora,,,6500000.0,15.0
10809,8,5439,DSH-332449,5000000,1.59,1.93,2023-02-07,2024-02-02,Castigada,12.0,460974.0,,
10810,9,5439,RJK-308838,7700000,2.17,2.86,2024-11-15,,Cancelada,,,7400000.0,2.0
10811,11,5439,TSR-978181,23200000,1.69,2.27,2024-04-19,,En_Mora,,,12200000.0,2.0
10812,7,5439,DNM-221003,586600000,1.49,1.94,2023-09-14,2026-08-29,Vigente,36.0,21171700.0,,
10813,9,3891,IRT-558966,1600000,1.77,2.29,2024-09-21,,Vigente,,,1400000.0,2.0
10814,8,9155,QUM-899623,39900000,1.46,1.79,2024-07-05,2025-06-30,Cancelada,12.0,3648923.0,,
10815,10,9155,PKA-228200,7200000,1.92,2.65,2024-08-28,,Vigente,,,6500000.0,2.0
10816,7,8588,HDG-953526,846500000,1.5,1.89,2024-09-06,2030-08-06,Vigente,72.0,19306795.0,,
10817,10,8588,HGE-473729,8300000,1.88,2.44,2023-03-23,,Vigente,,,3100000.0,15.0
10818,9,2415,BUT-217358,2200000,1.83,2.25,2024-07-15,,Cancelada,,,800000.0,2.0
10819,10,6977,QZT-913561,6800000,2.43,3.18,2023-12-28,,Cancelada,,,3200000.0,2.0
10820,7,6977,NVF-167709,519000000,1.34,1.66,2024-10-08,2029-09-12,Vigente,60.0,12643143.0,,
10821,11,6977,QFB-403996,26700000,2.0,2.71,2023-08-21,,Vigente,,,18400000.0,15.0
10822,5,6977,VPO-114973,60700000,1.24,1.57,2024-03-01,2031-07-23,Vigente,90.0,1123140.0,,
10823,8,6977,VHW-039123,32800000,1.79,2.26,2024-10-01,2026-03-25,Vigente,18.0,2147641.0,,
10824,8,5150,ISW-968302,20900000,1.74,2.16,2023-03-18,2024-03-12,Castigada,12.0,1944874.0,,
10825,5,5312,OPR-252870,64600000,1.37,1.72,2024-08-19,2029-01-25,En_Mora,54.0,1700692.0,,
10826,8,5312,YPC-443525,5500000,1.33,1.69,2024-03-06,2025-08-28,Cancelada,18.0,345606.0,,
10827,7,8336,SDT-862468,1114100000,1.7,2.06,2024-10-26,2026-10-16,Vigente,24.0,56920954.0,,
10828,5,8336,FRF-534592,64200000,1.75,2.17,2024-08-13,2030-01-14,Vigente,66.0,1647894.0,,
10829,8,8336,MZK-121161,25400000,1.89,2.4,2023-09-13,2025-09-02,Cancelada,24.0,1326250.0,,
10830,5,5285,FYO-678012,79900000,1.59,2.14,2023-08-25,2030-07-19,Vigente,84.0,1730281.0,,
10831,9,5285,NHR-813169,2900000,2.38,2.91,2023-05-28,,Vigente,,,1600000.0,15.0
10832,11,5285,BXB-424812,19800000,2.2,2.83,2023-09-06,,Vigente,,,9400000.0,15.0
10833,8,9131,MKE-290242,13500000,1.22,1.49,2023-12-23,2027-12-02,Vigente,48.0,373256.0,,
10834,10,9131,HRU-705822,10100000,2.46,3.01,2024-07-18,,Vigente,,,8100000.0,15.0
10835,9,4917,AFC-372856,2000000,2.7,3.42,2024-06-25,,Vigente,,,1600000.0,15.0
10836,5,5808,TNM-456182,51100000,1.94,2.45,2024-04-28,2030-09-24,Vigente,78.0,1276543.0,,
10837,10,5808,FFJ-005125,7000000,2.06,2.88,2023-02-14,,En_Mora,,,2500000.0,15.0
10838,9,5808,UNQ-706566,7400000,1.75,2.42,2024-04-05,,En_Mora,,,5400000.0,2.0
10839,11,6702,TOE-795618,20100000,1.62,2.13,2023-04-01,,Cancelada,,,6000000.0,15.0
10840,9,6702,BLQ-077377,6400000,2.37,2.94,2023-08-28,,Vigente,,,2900000.0,2.0
10841,8,5535,VKC-104461,20000000,1.01,1.25,2023-06-12,2026-05-27,Vigente,36.0,665433.0,,
10842,9,5535,EZN-594672,5100000,2.23,2.98,2024-12-31,,Cancelada,,,4900000.0,15.0
10843,11,5535,JNY-816927,22100000,2.12,2.88,2023-09-24,,Vigente,,,19600000.0,2.0
10844,11,4552,OIN-231148,26000000,1.51,1.83,2023-08-26,,Vigente,,,23400000.0,2.0
10845,8,1413,EHW-077768,18000000,1.63,1.97,2023-03-15,2027-02-22,Vigente,48.0,543536.0,,
10846,5,9851,OJU-767936,56000000,1.61,2.19,2023-03-26,2030-08-16,En_Mora,90.0,1182474.0,,
10847,7,9851,DRO-257182,827900000,1.75,2.15,2024-05-31,2026-05-21,Vigente,24.0,42542180.0,,
10848,8,9851,APA-223335,32000000,1.31,1.63,2024-09-28,2027-09-13,Vigente,36.0,1120606.0,,
10849,11,8428,JVU-307602,18300000,2.12,2.76,2023-08-30,,En_Mora,,,18200000.0,15.0
10850,9,8428,UYW-510898,5600000,2.28,2.95,2024-02-25,,En_Mora,,,3100000.0,2.0
10851,8,8428,GTZ-654821,33700000,1.12,1.41,2023-09-16,2026-08-31,En_Mora,36.0,1142641.0,,
10852,5,1617,NQR-320871,14900000,1.57,2.1,2023-09-06,2029-08-05,En_Mora,72.0,346950.0,,
10853,11,1617,VHZ-337780,18600000,1.55,2.16,2024-06-25,,Cancelada,,,8900000.0,15.0
10854,7,1617,HYX-003422,978100000,1.72,2.13,2024-02-17,2030-01-16,Vigente,72.0,23792525.0,,
10855,10,2532,ZMV-060608,7400000,2.31,3.01,2024-01-13,,Vigente,,,6500000.0,15.0
10856,11,2532,GIS-321105,14100000,1.73,2.41,2023-09-02,,Cancelada,,,12400000.0,2.0
10857,5,2532,FPQ-124328,38900000,2.04,2.5,2024-06-22,2028-06-01,Vigente,48.0,1278556.0,,
10858,8,2994,NAX-208534,19500000,1.5,1.86,2023-04-08,2026-03-23,En_Mora,36.0,704972.0,,
10859,11,2994,QMS-859998,12600000,2.1,2.91,2024-07-16,,Vigente,,,5900000.0,15.0
10860,6,1162,CHG-530191,81900000,0.97,1.22,2024-09-10,2043-06-03,Vigente,228.0,893319.0,,
10861,7,1162,HIB-207715,1138700000,1.61,2.01,2023-06-11,2025-05-31,Cancelada,24.0,57577485.0,,
10862,9,1162,LZT-507489,7000000,2.26,3.06,2023-02-13,,Cancelada,,,3800000.0,15.0
10863,7,2291,RBY-297230,1078800000,1.09,1.4,2024-02-12,2026-02-01,Vigente,24.0,51328665.0,,
10864,7,6301,ZVH-913579,807700000,1.49,1.9,2024-05-12,2027-04-27,Vigente,36.0,29151691.0,,
10865,9,6301,FQP-113608,4100000,1.95,2.68,2023-07-18,,Vigente,,,3800000.0,2.0
10866,5,8914,POY-468868,58000000,1.57,1.96,2023-01-17,2027-12-22,Vigente,60.0,1499450.0,,
10867,10,8914,NDU-565152,11000000,2.14,2.88,2024-10-19,,Vigente,,,8500000.0,15.0
10868,9,8914,CVU-277459,7300000,2.2,2.99,2024-05-27,,Cancelada,,,6600000.0,2.0
10869,9,3337,KXQ-125926,2200000,1.78,2.33,2024-02-22,,Vigente,,,900000.0,2.0
10870,10,7015,XYX-116635,6400000,2.52,3.41,2024-06-16,,Cancelada,,,5700000.0,15.0
10871,9,7015,OOI-692580,4400000,2.45,3.21,2023-05-31,,Vigente,,,1800000.0,15.0
10872,9,6964,UWH-888170,3500000,1.92,2.41,2023-05-04,,Vigente,,,2400000.0,2.0
10873,7,6964,BVT-506839,1044800000,1.43,1.77,2024-11-14,2029-10-19,Vigente,60.0,26055941.0,,
10874,5,6964,QBT-041615,6700000,1.62,2.12,2023-01-27,2028-12-26,Vigente,72.0,158317.0,,
10875,8,8505,ESL-148653,12300000,1.9,2.36,2023-10-14,2026-09-28,Vigente,36.0,474848.0,,
10876,11,8505,YZO-907096,26000000,1.88,2.44,2024-07-22,,Cancelada,,,19200000.0,15.0
10877,11,2679,KMY-429960,29100000,1.5,2.01,2023-05-16,,Cancelada,,,12200000.0,15.0
10878,6,2679,ZIM-593148,50200000,0.97,1.24,2023-06-17,2033-04-25,Cancelada,120.0,709816.0,,
10879,10,5548,HBL-683599,8200000,1.78,2.28,2024-08-15,,Vigente,,,5400000.0,2.0
10880,5,5548,QWX-581159,54400000,1.4,1.73,2024-05-26,2028-05-05,Cancelada,48.0,1564091.0,,
10881,8,5548,PGL-885881,23800000,1.34,1.72,2023-06-25,2027-06-04,En_Mora,48.0,675474.0,,
10882,7,5814,YDM-084958,667500000,1.7,2.13,2023-01-24,2027-12-29,Vigente,60.0,17833558.0,,
10883,10,5814,QIE-966039,8700000,1.65,2.16,2023-01-16,,Vigente,,,3100000.0,2.0
10884,8,5814,UEZ-159795,28100000,1.4,1.7,2023-04-18,2024-04-12,Cancelada,12.0,2560187.0,,
10885,9,6108,OZP-652183,7400000,1.7,2.15,2023-05-10,,Vigente,,,2400000.0,2.0
10886,7,6108,QNZ-706092,687800000,1.63,2.06,2024-09-16,2028-08-26,Vigente,48.0,20769102.0,,
10887,11,6108,QHU-906945,18000000,1.8,2.23,2024-07-11,,Vigente,,,15100000.0,2.0
10888,8,6108,SEV-354775,22600000,1.86,2.34,2024-01-29,2026-07-17,Vigente,30.0,989767.0,,
10889,11,4410,WTK-734061,22500000,1.58,1.91,2024-11-29,,En_Mora,,,11000000.0,2.0
10890,5,4410,YKP-138266,16500000,2.13,2.92,2024-07-08,2030-06-07,Vigente,72.0,450150.0,,
10891,10,4410,FYY-931063,11800000,2.24,3.07,2023-05-17,,Cancelada,,,10100000.0,2.0
10892,9,4026,PRC-891730,7800000,1.82,2.53,2023-06-21,,Vigente,,,3600000.0,2.0
10893,7,4026,PTU-220368,664100000,1.26,1.56,2024-10-23,2030-09-22,Vigente,72.0,14085717.0,,
10894,8,4026,EFV-327033,33300000,1.07,1.37,2024-06-08,2026-11-25,Vigente,30.0,1303548.0,,
10895,8,3698,VMV-524809,9700000,1.22,1.49,2023-12-02,2026-11-16,Cancelada,36.0,334546.0,,
10896,10,3698,UAJ-469154,14500000,1.67,2.29,2023-09-30,,Cancelada,,,12500000.0,15.0
10897,9,8236,NOT-489597,2400000,1.89,2.45,2024-09-11,,Vigente,,,1200000.0,2.0
10898,9,3521,HWD-759826,2900000,2.59,3.41,2023-03-01,,Vigente,,,1700000.0,15.0
10899,10,1731,AYA-013658,14600000,2.31,3.22,2023-11-08,,Castigada,,,12700000.0,15.0
10900,5,1731,WBA-302651,76800000,1.22,1.68,2023-03-16,2027-08-22,En_Mora,54.0,1950126.0,,
10901,9,1731,ZMM-892464,3700000,2.01,2.62,2023-04-13,,Vigente,,,2700000.0,15.0
10902,7,1731,ZSX-290287,825300000,1.15,1.38,2023-10-27,2027-10-06,Cancelada,48.0,22469829.0,,
10903,8,1731,WQQ-607854,30000000,1.19,1.44,2023-04-19,2024-10-10,Cancelada,18.0,1861394.0,,
10904,11,1778,EJM-295211,13300000,1.97,2.57,2024-06-29,,Vigente,,,4800000.0,15.0
10905,9,1778,RGC-087961,7700000,1.96,2.59,2024-08-07,,Vigente,,,5100000.0,15.0
10906,11,7920,EYX-241143,23100000,2.13,2.96,2024-08-01,,Vigente,,,21900000.0,15.0
10907,9,7920,JZU-853921,2500000,2.05,2.69,2024-08-22,,Vigente,,,1000000.0,2.0
10908,11,5906,SEL-884110,14900000,1.55,1.96,2023-10-24,,Vigente,,,13500000.0,15.0
10909,8,5906,MCM-835592,14600000,1.67,2.1,2023-02-26,2027-02-05,Vigente,48.0,444595.0,,
10910,9,5906,UWO-182569,2200000,2.42,3.37,2023-06-02,,Vigente,,,900000.0,15.0
10911,11,1234,UXU-800923,27600000,1.79,2.28,2024-12-22,,Cancelada,,,12900000.0,15.0
10912,9,1234,WYW-590761,6900000,2.47,3.25,2023-03-25,,Vigente,,,2600000.0,2.0
10913,5,1234,QTF-610442,60700000,1.7,2.07,2024-08-23,2030-01-24,Vigente,66.0,1537197.0,,
10914,7,1234,DDF-167446,674900000,1.61,1.95,2024-08-30,2029-08-04,Vigente,60.0,17626326.0,,
10915,8,1234,KDE-174769,6400000,1.77,2.24,2023-02-24,2024-02-19,Cancelada,12.0,596666.0,,
10916,11,9797,WVU-172127,13800000,1.88,2.33,2024-08-08,,Vigente,,,4300000.0,2.0
10917,5,9797,IDP-308189,33400000,1.81,2.51,2024-11-30,2028-11-09,Vigente,48.0,1047232.0,,
10918,9,1442,OIU-587241,2600000,1.82,2.45,2024-01-25,,En_Mora,,,2000000.0,2.0
10919,9,9435,BTE-140164,4200000,2.02,2.8,2024-07-06,,Vigente,,,1900000.0,2.0
10920,10,7342,AFD-269328,11200000,1.99,2.68,2024-09-05,,Cancelada,,,4000000.0,15.0
10921,8,7342,GDQ-944963,26000000,1.01,1.28,2024-12-01,2028-11-10,Vigente,48.0,686213.0,,
10922,9,7342,LEG-418241,5700000,2.05,2.7,2023-11-12,,Vigente,,,4800000.0,15.0
10923,10,1350,TCE-555864,13100000,2.2,2.82,2023-01-28,,Vigente,,,6000000.0,15.0
10924,11,1350,FBL-242008,21900000,2.08,2.54,2023-06-01,,Vigente,,,11800000.0,2.0
10925,6,5862,NJL-420101,138400000,0.91,1.13,2024-12-21,2036-10-19,Vigente,144.0,1728374.0,,
10926,10,5862,VXL-130218,13000000,2.24,2.96,2024-11-18,,Cancelada,,,5300000.0,15.0
10927,9,5862,QAB-144490,2200000,2.72,3.48,2023-01-20,,Cancelada,,,1300000.0,15.0
10928,7,5862,STW-620290,425800000,1.24,1.58,2024-11-01,2030-10-01,Vigente,72.0,8975821.0,,
10929,9,5754,KPZ-661568,1400000,2.38,2.87,2023-02-13,,Cancelada,,,1000000.0,15.0
10930,5,8765,GGE-317965,14400000,1.93,2.68,2023-04-12,2030-09-02,Vigente,90.0,338508.0,,
10931,7,8765,VGW-891204,746900000,1.11,1.4,2024-08-19,2026-08-09,Vigente,24.0,35621355.0,,
10932,11,3534,YYY-726755,26800000,1.8,2.4,2023-02-26,,Vigente,,,19900000.0,15.0
10933,8,3534,TNQ-995889,19000000,1.15,1.39,2024-08-21,2027-02-07,Cancelada,30.0,752452.0,,
10934,5,3534,WJN-954540,71900000,1.37,1.68,2024-02-13,2028-07-21,Vigente,54.0,1892875.0,,
10935,5,5871,CPC-601865,39400000,1.44,1.97,2023-11-24,2029-04-26,Vigente,66.0,928904.0,,
10936,10,1975,BBJ-727743,12300000,1.92,2.67,2024-04-19,,Vigente,,,9500000.0,15.0
10937,11,7881,ULU-863206,23500000,2.0,2.62,2023-10-18,,Vigente,,,10700000.0,15.0
10938,8,8667,AOC-193784,18300000,1.27,1.59,2024-09-18,2026-03-12,Vigente,18.0,1143710.0,,
10939,9,8667,KSF-049319,5300000,1.7,2.37,2024-07-09,,Vigente,,,5200000.0,2.0
10940,10,8667,BZC-892696,9500000,2.15,2.76,2024-06-23,,Vigente,,,7000000.0,2.0
10941,5,8667,MKA-129354,79900000,1.67,2.24,2023-06-17,2027-11-23,Vigente,54.0,2257261.0,,
10942,7,8667,MGQ-468627,173000000,1.17,1.51,2024-12-18,2028-11-27,En_Mora,48.0,4730952.0,,
10943,10,5316,YSW-450025,6300000,1.93,2.52,2024-06-12,,Vigente,,,5200000.0,2.0
10944,7,5316,YOQ-582936,976600000,1.84,2.32,2023-04-18,2028-03-22,Vigente,60.0,27017069.0,,
10945,10,4240,DPE-879298,8400000,1.89,2.39,2023-12-02,,Vigente,,,6400000.0,2.0
10946,9,4240,PTO-342961,4100000,1.79,2.18,2023-02-15,,Vigente,,,3200000.0,2.0
10947,10,1987,HZG-099629,9900000,1.67,2.2,2024-01-24,,En_Mora,,,7500000.0,15.0
10948,9,1987,AUI-437385,5700000,2.1,2.69,2024-07-24,,Vigente,,,3000000.0,15.0
10949,5,1987,GUG-431673,62100000,1.89,2.34,2023-11-12,2027-10-22,Vigente,48.0,1979525.0,,
10950,8,1987,YAY-481117,4100000,1.4,1.73,2023-10-24,2026-10-08,Vigente,36.0,145768.0,,
10951,8,7983,ZCX-882769,25300000,1.39,1.68,2023-11-20,2025-05-13,Cancelada,18.0,1598411.0,,
10952,9,7983,MOF-058398,6600000,2.6,3.13,2023-01-07,,Vigente,,,4200000.0,15.0
10953,9,7847,SXB-527423,1100000,2.49,3.38,2024-04-01,,Vigente,,,1000000.0,15.0
10954,11,9912,OTN-837906,13400000,2.41,3.35,2024-10-12,,Vigente,,,5700000.0,2.0
10955,10,9912,VBD-199257,7500000,2.27,2.85,2024-03-15,,Cancelada,,,4700000.0,2.0
10956,8,9912,XKF-666111,27900000,1.62,2.08,2024-05-18,2025-05-13,Cancelada,12.0,2577031.0,,
10957,10,9957,KGB-360672,14000000,1.85,2.22,2023-03-16,,Vigente,,,9500000.0,2.0
10958,9,9957,AWW-775734,5000000,1.85,2.45,2024-07-12,,Cancelada,,,2300000.0,2.0
10959,5,9957,GRJ-205886,42600000,1.4,1.8,2023-10-21,2028-09-24,Vigente,60.0,1054144.0,,
10960,7,5208,PDL-568785,823900000,1.65,2.13,2023-01-16,2026-12-26,Vigente,48.0,24983866.0,,
10961,9,5208,ZMS-818622,7900000,2.14,2.9,2024-03-11,,Vigente,,,7300000.0,2.0
10962,9,7571,GOC-996438,3600000,2.61,3.57,2023-06-29,,Vigente,,,2700000.0,15.0
10963,7,6262,XAR-341956,303000000,1.04,1.26,2023-06-21,2026-06-05,Vigente,36.0,10133542.0,,
10964,5,6262,OVE-300782,69800000,1.79,2.39,2024-11-18,2031-10-13,Vigente,84.0,1612789.0,,
10965,11,6262,HUT-513493,23000000,1.88,2.29,2023-11-23,,En_Mora,,,15100000.0,2.0
10966,10,3273,YPL-006496,13400000,1.91,2.36,2024-04-13,,Cancelada,,,7500000.0,15.0
10967,11,3273,CCV-922851,15400000,1.59,2.2,2024-03-08,,Vigente,,,8900000.0,15.0
10968,5,3273,PJO-142537,66000000,1.82,2.28,2024-09-20,2032-02-11,Vigente,90.0,1496360.0,,
10969,11,8923,ZRM-633514,19200000,1.47,1.83,2024-09-13,,Vigente,,,11600000.0,2.0
10970,10,8923,CLS-949558,10700000,2.41,2.9,2023-03-21,,Vigente,,,7700000.0,2.0
10971,5,8923,ZOY-973591,4100000,2.44,3.2,2024-01-25,2028-01-04,En_Mora,48.0,145913.0,,
10972,8,6775,QDC-741216,24900000,1.78,2.15,2024-01-30,2027-07-13,En_Mora,42.0,846851.0,,
10973,7,6775,JXC-563804,501000000,1.59,1.98,2024-05-03,2028-04-12,En_Mora,48.0,15001117.0,,
10974,11,4602,XKY-421841,21500000,2.15,2.6,2024-12-28,,Cancelada,,,16000000.0,2.0
10975,5,4602,CNY-816721,73800000,1.55,2.14,2023-06-16,2029-05-15,Vigente,72.0,1708343.0,,
10976,7,4602,BUY-670130,226100000,1.94,2.43,2024-03-05,2028-02-13,Vigente,48.0,7281567.0,,
10977,11,4853,OFA-043092,11600000,2.37,3.2,2024-03-13,,Vigente,,,5300000.0,15.0
10978,8,3315,KOF-835241,13100000,1.81,2.2,2024-12-16,2027-12-01,Vigente,36.0,498399.0,,
10979,10,3315,INF-770317,14600000,2.21,2.88,2023-04-01,,Vigente,,,5800000.0,15.0
10980,5,3315,FWU-327839,50000000,1.46,1.81,2024-11-10,2032-04-02,Cancelada,90.0,1001795.0,,
10981,5,4261,ZXY-559329,36500000,1.96,2.53,2024-07-12,2029-12-13,Castigada,66.0,990496.0,,
10982,11,4261,LLH-036333,29400000,1.48,2.05,2024-10-07,,Vigente,,,19900000.0,15.0
10983,5,3731,MSS-668001,5600000,2.39,3.3,2024-08-31,2031-01-27,Vigente,78.0,159041.0,,
10984,7,5465,KQX-392969,866100000,1.05,1.33,2024-03-31,2027-03-16,Vigente,36.0,29015744.0,,
10985,11,5465,BEK-890127,23300000,1.52,2.1,2023-03-26,,Cancelada,,,19800000.0,15.0
10986,5,5465,XIL-080411,72800000,1.39,1.89,2023-07-07,2029-06-05,Vigente,72.0,1606547.0,,
10987,10,5465,XRV-092623,10500000,2.44,3.27,2024-09-01,,Vigente,,,7500000.0,15.0
10988,8,5465,YWL-567056,9700000,1.9,2.3,2023-01-13,2025-01-02,Cancelada,24.0,507058.0,,
10989,8,9209,IBK-044900,15600000,1.76,2.15,2024-07-12,2026-07-02,Vigente,24.0,802536.0,,
10990,9,9209,MBS-242679,4600000,2.59,3.53,2024-08-07,,En_Mora,,,1600000.0,15.0
10991,9,6326,AEJ-049313,2100000,2.15,2.78,2023-08-19,,Vigente,,,1700000.0,2.0
10992,5,6326,ROU-223007,11100000,2.0,2.47,2023-10-20,2027-09-29,Vigente,48.0,361880.0,,
10993,7,6326,ATO-952190,191800000,1.9,2.36,2024-08-08,2026-07-29,Vigente,24.0,10026166.0,,
10994,11,8458,OEE-773328,16700000,2.23,2.93,2024-04-12,,Vigente,,,14200000.0,15.0
10995,8,8458,JNC-440504,27500000,1.88,2.41,2024-03-05,2027-08-17,Vigente,42.0,952762.0,,
10996,5,3918,XND-540301,17600000,2.08,2.57,2023-07-05,2028-06-08,Vigente,60.0,516171.0,,
10997,7,4991,RJN-777947,1074800000,1.57,1.96,2024-08-25,2029-07-30,Vigente,60.0,27786366.0,,
10998,7,7756,IBC-517105,653600000,1.17,1.46,2024-08-18,2028-07-28,Cancelada,48.0,17873702.0,,
10999,11,7756,EGH-422175,15900000,1.62,2.24,2024-09-21,,Vigente,,,15700000.0,2.0
11000,5,7756,RTT-169271,8100000,2.4,3.34,2023-04-23,2028-09-23,En_Mora,66.0,245773.0,,
11001,11,8585,KXK-309075,27500000,1.48,1.99,2024-12-13,,Vigente,,,9000000.0,2.0
